Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea
2,7630,6337,9665,14323,6449,9309,53713,5,3,3,6,4,5,10,2657,2681,619,1653,2771,837,1009,800,60,648,409,77,2,2,1,0.001,3
3,7620,6491,9719,14557,6619,9534,54540,8,3,3,8,3,3,3,2688,2682,663,1707,4223,785,1095,841,70,649,423,94,0,0,1,0,2
4,7745,6643,10068,14692,6780,9644,55572,18,3,3,18,4,4,12,2673,2712,655,1634,5723,821,1086,813,55,657,463,84,5,3,1,0.001,5
5,7976,6745,10027,14883,6838,9857,56326,29,4,3,31,5,3,15,2764,2821,662,1694,7277,800,1151,813,84,700,461,78,5,2,1,0.001,7
6,8071,6784,10226,15031,6933,9836,56881,44,10,3,49,11,4,28,5517,5635,1320,3434,8756,1652,2253,1683,152,1386,909,177,17,5,1,0.001,8
7,8244,6872,10254,15126,6941,9928,57365,61,12,4,66,15,8,32,8354,8588,1968,5222,10270,2519,3398,2549,215,2095,1351,252,25,7,1,0.001,11
8,8222,6932,10339,15195,6997,9965,57650,68,16,6,72,18,8,21,11204,11456,2642,6941,11853,3348,4574,3446,289,2799,1799,334,30,9,1,0.001,9
9,8395,6985,10554,15431,7068,9985,58418,80,20,6,81,21,8,20,14042,14404,3342,8736,13383,4224,5722,4346,347,3535,2248,415,34,11,1,0.001,9
10,8492,7088,10782,15585,7010,10222,59179,96,25,10,102,29,10,35,16976,17344,4074,10518,14897,5083,6891,5196,436,4230,2655,493,40,13,1,0.001,15
1,7425,6423,9519,14024,6477,9171,53039,9,0,2,11,1,5,17,2560,2677,658,1592,1454,794,1027,800,64,650,391,92,4,0,0,0,8
2,7653,6391,9905,14371,6525,9364,54209,22,1,2,26,4,4,23,2611,2633,616,1648,2844,782,1050,794,60,618,425,85,5,2,1,0.001,12
3,7805,6736,9806,14555,6598,9553,55053,50,2,5,56,3,8,42,2740,2775,646,1701,4301,805,1052,831,65,671,455,90,8,3,1,0.001,16
4,7941,6602,9955,14736,6754,9649,55637,87,4,8,94,6,14,57,2724,2741,701,1677,5831,817,1078,809,69,679,426,77,18,5,1,0.002,18
5,8033,6659,10092,14892,6815,9666,56157,123,8,11,130,12,20,63,2764,2795,673,1772,7370,807,1088,809,72,702,454,73,18,6,1,0.002,32
6,8088,6771,10247,15044,6807,9729,56686,190,22,21,208,30,34,130,5606,5588,1383,3532,8921,1644,2212,1655,133,1384,904,140,57,27,1,0.004,45
7,8160,6864,10343,15178,6884,10035,57464,300,40,32,322,58,49,196,8388,8448,2075,5273,10404,2501,3329,2513,202,2092,1368,226,104,42,1,0.004,70
8,8224,6957,10497,15238,7081,10129,58126,471,85,45,508,109,79,324,11211,11371,2763,7011,11904,3327,4451,3390,269,2808,1824,300,201,80,1,0.006,112
9,8324,7031,10547,15599,7146,10258,58905,681,146,78,725,171,107,402,14142,14295,3473,8777,13511,4184,5642,4222,331,3523,2310,374,306,111,1,0.007,137
10,8405,7159,10904,15829,7261,10157,59715,953,229,106,1012,260,143,510,17058,17259,4213,10610,15109,5066,6820,5105,415,4267,2804,475,466,176,1,0.009,184
1,7505,6326,9606,14098,6450,9106,53091,0,0,1,3,1,3,7,2615,2713,632,1666,1354,789,1062,823,55,673,411,90,2,1,1,0,3
2,7530,6543,9794,14398,6355,9339,53959,0,0,1,0,0,1,0,2588,2739,677,1627,2736,787,985,839,83,641,456,78,0,0,1,0,0
3,7767,6595,9831,14521,6633,9524,54871,0,0,1,0,0,1,0,2730,2750,670,1655,4221,825,1094,813,71,652,443,87,0,0,1,0,0
4,7866,6653,9966,14741,6706,9691,55623,0,0,1,0,0,1,0,2676,2810,662,1742,5730,873,1074,854,63,696,430,90,0,0,1,0,0
5,8010,6719,10110,14959,6828,9811,56437,0,0,1,0,0,1,0,2775,2834,695,1680,7223,855,1131,841,87,694,459,91,0,0,1,0,0
6,8106,6835,10288,15123,6869,9994,57215,0,0,1,0,0,1,0,5582,5698,1396,3532,8726,1692,2231,1638,148,1423,889,167,0,0,1,0,0
7,8264,7052,10390,15099,7090,10027,57922,0,0,1,0,0,1,0,8328,8611,2079,5258,10271,2570,3343,2528,217,2131,1351,257,0,0,1,0,0
8,8606,7076,10444,15394,7046,9941,58507,0,0,1,0,0,1,0,11335,11571,2796,7019,11762,3366,4541,3439,298,2823,1774,344,0,0,1,0,0
9,8619,7071,10784,15682,7083,10274,59513,0,0,1,0,0,1,0,14281,14546,3544,8819,13358,4230,5713,4322,375,3556,2259,434,0,0,1,0,0
10,8628,7201,10810,15911,7279,10302,60131,0,0,1,0,0,1,0,17235,17500,4287,10738,14960,5123,6901,5210,464,4324,2703,529,0,0,1,0,0
1,7470,6372,9409,13968,6481,9191,52891,6,1,0,8,2,2,12,2622,2651,628,1653,1418,775,1073,768,53,649,457,81,3,1,1,0,5
2,7580,6324,9591,14157,6466,9352,53470,12,1,1,13,1,2,9,2694,2653,640,1658,2755,794,1043,763,61,664,406,83,3,1,1,0,4
3,7596,6491,9975,14334,6657,9363,54416,13,1,1,13,1,1,1,2577,2734,663,1677,4255,766,996,839,62,709,467,84,0,0,1,0,0
4,7780,6692,10044,14510,6631,9416,55073,13,1,1,13,1,1,0,2727,2794,641,1635,5761,780,1128,824,78,629,448,81,0,0,1,0,0
5,7935,6821,10087,14596,6675,9564,55678,13,1,1,13,1,1,0,2709,2873,666,1661,7243,857,1058,879,70,649,415,83,0,0,1,0,0
6,8143,6741,10157,14715,6747,9604,56107,13,1,1,13,1,1,0,5467,5712,1378,3381,8727,1694,2126,1661,131,1344,847,156,0,0,1,0,0
7,8242,6830,10000,14838,6724,9735,56369,13,1,1,13,1,1,0,8403,8510,2020,5098,10188,2553,3304,2475,199,2041,1275,264,0,0,1,0,0
8,8330,6747,10073,14863,6828,9741,56582,13,1,1,13,1,1,0,11319,11287,2688,6821,11675,3427,4483,3377,264,2729,1725,359,0,0,1,0,0
9,8349,6776,10257,14971,6812,9869,57034,13,1,1,13,1,1,0,14130,14132,3375,8574,13201,4281,5608,4257,355,3423,2187,441,0,0,1,0,0
10,8425,6880,10274,15112,6950,9956,57597,13,1,1,13,1,1,0,17003,17014,4072,10215,14690,5144,6758,5167,418,4084,2674,527,0,0,1,0,0
1,7489,6393,9582,14039,6374,9074,52951,1,0,2,4,1,3,8,2589,2578,647,1645,1376,823,998,745,54,647,389,80,1,0,0,0,3
2,7717,6455,9857,14245,6270,9317,53861,7,0,2,8,0,2,7,2687,2749,619,1637,2762,791,1059,815,64,621,419,84,4,1,1,0,2
3,7755,6687,9762,14254,6634,9289,54381,16,0,2,16,0,2,9,2673,2833,644,1591,4262,781,1063,886,69,617,434,81,2,0,1,0,4
4,7884,6556,9979,14465,6582,9519,54985,23,0,2,24,0,2,8,2733,2728,674,1655,5748,795,1100,880,77,650,440,72,3,2,1,0.001,4
5,8006,6748,9816,14645,6736,9556,55507,36,0,2,37,2,2,16,2744,2845,692,1748,7185,819,1086,834,53,701,416,97,8,2,1,0.001,7
6,8172,6698,10175,14947,6728,9722,56442,54,0,4,59,1,5,27,5564,5569,1338,3462,8637,1676,2192,1683,112,1373,834,171,15,4,1,0.001,8
7,8262,6998,10258,15119,6833,9946,57416,70,3,9,72,6,11,31,8434,8444,2019,5272,10145,2493,3295,2570,170,2078,1299,240,20,7,1,0.001,13
8,8456,6991,10386,15323,7063,10035,58254,103,8,9,107,11,12,48,11459,11354,2682,7071,11711,3330,4496,3484,239,2798,1781,332,35,11,1,0.001,20
9,8427,7043,10554,15497,7098,10101,58720,133,15,12,142,17,12,51,14384,14322,3401,8833,13297,4193,5634,4383,322,3536,2280,427,54,15,1,0.001,19
10,8478,7189,10731,15648,7191,10302,59539,181,32,17,196,40,20,96,17304,17355,4093,10640,14951,5007,6794,5239,388,4226,2786,519,82,23,1,0.001,34
1,7438,6370,9440,14010,6466,9104,52828,0,0,0,1,1,0,2,2622,2633,615,1583,1413,759,1054,790,67,657,439,79,0,0,0,0,1
2,7571,6373,9662,14338,6361,9359,53664,2,1,0,3,1,1,5,2562,2727,628,1613,2770,806,1040,801,65,601,393,90,2,0,0,0,2
3,7679,6575,9981,14528,6576,9411,54750,8,1,0,8,2,0,7,2713,2745,663,1719,4194,819,1085,859,68,656,448,74,3,1,1,0,2
4,7845,6702,10046,14860,6631,9676,55760,20,1,0,20,1,1,13,2782,2747,653,1705,5616,861,1102,808,69,689,451,89,3,0,1,0,9
5,8042,6840,10303,14965,6730,9742,56622,42,1,0,43,3,1,26,2795,2815,651,1704,7064,858,1116,838,61,672,426,79,6,2,1,0.001,15
6,8170,7037,10413,15116,6829,9813,57378,64,12,1,68,15,5,45,5599,5738,1374,3438,8568,1749,2214,1713,139,1368,867,188,13,4,1,0.001,24
7,8382,7002,10553,15369,6898,9834,58038,109,15,6,117,18,10,68,8480,8658,2091,5215,10057,2596,3395,2619,208,2107,1308,272,31,12,1,0.001,24
8,8536,7095,10543,15487,6935,10109,58705,157,24,10,165,33,18,86,11492,11639,2748,7002,11558,3425,4577,3493,278,2850,1733,350,52,21,1,0.002,34
9,8533,7098,10793,15607,7133,10190,59354,214,35,22,226,40,26,101,14451,14613,3483,8820,13190,4264,5730,4373,338,3574,2191,427,74,28,1,0.002,41
10,8566,7247,10848,15783,7174,10413,60031,307,61,31,324,65,46,164,17362,17632,4205,10593,14783,5173,6884,5290,403,4291,2656,520,120,48,1,0.002,64
1,7431,6419,9649,13911,6351,9115,52876,6,7,1,7,8,5,20,2525,2664,636,1588,1417,775,1007,825,56,619,412,85,6,0,0,0,6
2,7662,6506,9636,14127,6382,9225,53538,34,9,1,34,11,3,34,2638,2694,611,1561,2849,781,1081,828,48,606,440,68,12,5,1,0.002,12
3,7843,6473,9636,14290,6422,9434,54098,73,12,3,77,15,6,54,2746,2722,666,1668,4262,824,1095,798,67,681,410,76,19,7,1,0.002,18
4,7831,6573,9699,14171,6683,9239,54196,119,15,7,130,17,14,73,2728,2691,631,1617,5717,809,1129,844,61,636,442,87,21,10,1,0.003,27
5,7914,6576,9829,14504,6513,9463,54799,185,22,10,198,33,18,108,2712,2735,622,1716,7135,807,1053,834,62,679,432,81,29,10,1,0.003,46
6,7990,6577,9924,14534,6681,9515,55221,258,36,17,279,46,26,134,5525,5398,1303,3419,8572,1576,2176,1648,120,1364,861,152,66,28,1,0.004,54
7,8044,6632,9921,14805,6767,9632,55801,319,55,22,340,66,39,134,8323,8158,1973,5125,10038,2384,3258,2453,184,2059,1300,227,99,38,1,0.004,48
8,8069,6717,10368,14936,6849,9812,56751,392,70,26,408,81,38,131,11117,11003,2671,6872,11574,3232,4427,3267,250,2752,1739,316,131,47,1,0.004,53
9,8009,7030,10359,15112,6959,9773,57242,482,88,38,498,103,48,161,13798,13967,3368,8634,13156,4054,5497,4154,320,3454,2245,407,163,57,1,0.004,65
10,8314,7023,10312,15263,6981,9924,57817,604,124,52,626,140,62,220,16664,16876,4038,10374,14721,4870,6634,5018,379,4161,2702,479,225,79,1,0.004,87
1,7451,6414,9567,14034,6428,9265,53159,5,5,2,8,7,3,18,2523,2614,684,1641,1418,797,1053,791,70,631,409,86,10,3,1,0.001,5
2,7770,6448,9718,14305,6606,9370,54217,12,6,2,16,6,3,13,2701,2751,665,1605,2824,823,1074,843,58,650,408,88,2,2,1,0.001,7
3,7767,6551,10014,14738,6601,9502,55173,15,7,2,18,7,4,9,2725,2746,714,1782,4235,816,1114,869,87,708,398,75,2,1,1,0,3
4,7886,6774,9982,14736,6750,9497,55625,15,7,2,17,7,3,3,2831,2829,672,1733,5700,831,1158,846,67,728,412,103,1,0,1,0,1
5,7950,6701,10189,14878,6697,9561,55976,15,7,2,15,7,2,0,2770,2873,691,1719,7114,797,1133,843,74,678,397,88,0,0,1,0,0
6,7970,6897,10071,14873,6763,9872,56446,15,7,2,15,7,2,0,5572,5773,1354,3440,8523,1631,2265,1733,148,1391,827,161,0,0,1,0,0
7,8109,6791,10386,15166,6986,9966,57404,15,7,2,15,7,2,0,8400,8592,2051,5203,10118,2493,3399,2590,237,2089,1301,243,0,0,1,0,0
8,8172,7066,10444,15346,7014,10156,58198,15,7,2,15,7,2,0,11199,11494,2710,7015,11636,3331,4474,3414,305,2830,1788,323,0,0,1,0,0
9,8416,6967,10544,15670,7248,10321,59166,15,7,2,15,7,2,0,14181,14404,3477,8884,13262,4172,5668,4307,371,3602,2258,407,0,0,1,0,0
10,8426,7068,10870,15962,7244,10432,60002,15,7,2,15,7,2,0,17076,17358,4181,10746,14858,5078,6849,5146,443,4357,2736,491,0,0,1,0,0
1,7452,6383,9502,13988,6340,9140,52805,0,0,0,0,0,2,2,2602,2640,665,1634,1425,778,1055,786,60,671,396,76,0,0,0,0,1
2,7635,6391,9633,14211,6429,9325,53624,0,0,0,0,0,0,0,2722,2620,648,1576,2856,808,1091,799,62,655,448,67,0,0,0,0,0
3,7712,6425,9820,14323,6604,9486,54370,0,0,0,0,0,0,0,2713,2747,671,1650,4271,825,1103,787,85,629,438,80,0,0,0,0,0
4,7677,6620,9919,14473,6689,9472,54850,0,0,0,0,0,0,0,2692,2770,676,1678,5694,801,1085,835,76,666,425,76,0,0,0,0,0
5,7825,6725,10056,14767,6753,9672,55798,0,0,0,0,0,0,0,2796,2839,684,1760,7252,803,1114,838,65,703,466,81,0,0,0,0,0
6,7928,6751,10236,14761,6880,9615,56171,0,0,0,0,0,0,0,5547,5619,1335,3487,8744,1627,2238,1687,126,1367,903,167,0,0,0,0,0
7,8084,6875,10337,15187,6803,9901,57187,0,0,0,0,0,0,0,8329,8442,2011,5239,10247,2500,3316,2529,195,2039,1398,249,0,0,0,0,0
8,8305,7009,10407,15236,6998,9963,57918,0,0,0,0,0,0,0,11218,11334,2735,7003,11791,3382,4445,3399,262,2727,1865,339,0,0,0,0,0
9,8429,6971,10567,15536,6978,10095,58576,0,0,0,0,0,0,0,14160,14251,3477,8767,13257,4260,5654,4314,344,3424,2318,422,0,0,0,0,0
10,8435,7159,10573,15709,7120,10442,59438,0,0,0,0,0,0,0,17184,17196,4141,10617,14894,5109,6903,5184,410,4172,2801,509,0,0,0,0,0
1,7412,6457,9567,14034,6398,9193,53061,1,0,0,2,1,0,3,2529,2628,600,1618,1406,814,1055,799,56,612,434,81,0,0,0,0,2
2,7748,6487,9653,14257,6504,9289,53938,4,0,0,4,2,0,5,2736,2712,684,1626,2827,796,1120,825,75,671,421,88,1,0,0,0,3
3,7758,6499,9957,14378,6593,9373,54558,7,1,2,9,1,6,12,2666,2691,649,1588,4261,800,1045,804,71,681,427,81,2,1,1,0,4
4,7855,6774,10058,14621,6582,9579,55469,13,4,3,14,5,4,13,2714,2808,690,1658,5692,855,1106,815,63,669,424,85,4,2,1,0.001,4
5,8056,6742,10134,14876,6783,9743,56334,25,4,3,27,4,3,14,2855,2818,685,1757,7168,859,1156,849,75,696,425,74,4,2,1,0.001,6
6,8099,6798,10204,15106,6876,9815,56898,39,4,4,40,4,6,18,5613,5599,1347,3481,8673,1666,2257,1666,138,1382,863,164,6,3,1,0,9
7,8283,6950,10570,15207,6924,10156,58090,48,9,8,49,11,8,21,8549,8485,2029,5158,10205,2519,3460,2528,206,2044,1309,243,11,6,1,0.001,9
8,8362,7209,10748,15427,7222,10103,59071,80,17,10,86,18,14,53,11474,11481,2718,6894,11787,3399,4605,3405,265,2730,1771,334,19,9,1,0.001,25
9,8562,7333,10779,15883,7112,10423,60092,148,28,15,159,37,19,108,14431,14531,3397,8680,13345,4350,5808,4311,337,3441,2261,414,46,16,1,0.001,49
10,8776,7322,10852,16058,7347,10604,60959,252,50,26,277,63,46,195,17579,17573,4131,10569,14899,5277,7065,5238,411,4182,2709,510,92,32,1,0.002,73
1,7413,6370,9582,14022,6413,9384,53184,0,0,0,2,1,0,3,2597,2606,646,1616,1410,816,1029,763,68,666,445,97,0,0,0,0,2
2,7600,6422,9772,14240,6645,9274,53953,4,0,0,5,1,0,6,2586,2610,663,1719,2884,786,998,766,55,678,412,79,2,0,0,0,3
3,7778,6568,9799,14333,6499,9343,54320,15,0,2,19,1,4,20,2700,2759,684,1647,4327,771,1093,785,73,626,416,68,7,2,1,0.001,6
4,7879,6528,9940,14388,6567,9265,54567,28,4,6,36,4,8,31,2772,2751,680,1680,5798,741,1101,843,73,698,456,76,9,0,1,0,10
5,7904,6736,9817,14595,6556,9516,55124,54,9,9,65,11,16,54,2779,2824,619,1679,7220,840,1167,840,62,661,430,86,10,4,1,0.001,17
6,7968,6624,9906,14644,6658,9529,55329,80,12,20,87,15,24,54,5506,5556,1276,3331,8716,1630,2246,1627,135,1326,859,167,25,11,1,0.002,21
7,8107,6708,9820,14826,6742,9578,55781,105,19,21,109,23,26,46,8332,8464,1936,5062,10232,2469,3383,2485,188,1990,1328,274,33,15,1,0.002,22
8,8034,6588,10201,14825,6683,9786,56117,141,21,22,148,26,26,55,11181,11126,2611,6759,11754,3345,4491,3282,256,2643,1762,361,48,19,1,0.001,24
9,8122,6889,10068,14893,6926,9931,56829,178,32,24,185,35,31,67,14024,14059,3294,8536,13229,4191,5595,4168,341,3337,2185,440,66,24,1,0.001,28
10,8215,6792,10366,15203,7010,9833,57419,230,44,27,238,53,32,89,16835,16917,3977,10305,14828,5066,6705,4998,421,4046,2666,533,97,34,1,0.002,35
1,7401,6407,9462,13960,6474,9175,52879,3,0,1,6,1,2,9,2594,2575,608,1640,1397,808,1039,774,71,634,417,75,3,1,1,0,2
2,7703,6405,9652,14340,6454,9355,53909,12,0,1,14,0,1,11,2712,2727,593,1654,2772,834,1059,838,62,681,430,89,2,1,1,0,6
3,7713,6467,9802,14399,6608,9419,54408,24,0,1,26,1,4,18,2677,2659,605,1665,4198,733,1096,799,58,657,449,65,4,2,1,0.001,9
4,7820,6671,9921,14638,6756,9674,55480,46,1,4,51,3,5,34,2699,2831,656,1711,5689,856,1108,844,69,693,444,93,9,5,1,0.002,16
5,7958,6743,10204,14842,6801,9561,56109,76,4,6,77,4,8,38,2774,2828,687,1758,7215,809,1148,836,64,661,441,89,12,4,1,0.001,13
6,8081,6879,10147,14908,6707,9789,56511,120,8,8,129,9,11,63,5620,5767,1344,3556,8673,1645,2273,1715,122,1410,872,171,31,12,1,0.002,27
7,8166,6891,10197,14924,6907,9810,56895,180,19,11,193,25,19,101,8375,8634,2042,5221,10146,2517,3370,2594,195,2060,1284,256,60,26,1,0.003,41
8,8353,6856,10365,15137,6930,10009,57650,248,30,18,265,39,32,126,11263,11550,2688,6977,11673,3406,4532,3516,256,2769,1739,349,93,33,1,0.003,47
9,8289,6981,10309,15287,7009,10043,57918,314,49,27,332,61,32,129,14150,14433,3419,8729,13142,4302,5691,4374,332,3467,2175,446,120,42,1,0.003,56
10,8436,6957,10609,15523,7118,10330,58973,437,79,34,464,88,47,209,17049,17242,4138,10509,14631,5219,6847,5175,410,4224,2627,542,177,63,1,0.003,88
1,7481,6381,9462,13998,6435,9229,52986,10,0,0,11,0,2,13,2563,2637,595,1646,1371,773,967,750,66,630,403,75,5,2,1,0.001,6
2,7668,6456,9783,14089,6551,9208,53755,18,0,0,19,1,0,10,2610,2732,700,1675,2743,768,1002,789,71,666,416,81,3,1,1,0,2
3,7741,6552,9802,14441,6495,9570,54601,23,0,1,24,0,2,8,2697,2670,599,1632,4197,837,1066,801,55,664,481,84,2,1,1,0,2
4,7928,6687,9852,14537,6775,9591,55370,25,0,1,26,0,1,3,2763,2798,616,1660,5637,779,1133,865,55,678,438,75,1,0,1,0,2
5,8036,6665,10170,14893,6833,9639,56236,30,0,4,31,0,4,9,2751,2761,662,1758,7086,808,1144,828,64,691,429,87,0,0,1,0,5
6,8134,6827,10313,15177,6770,9881,57102,34,1,4,34,2,5,7,5561,5574,1320,3479,8544,1631,2281,1649,131,1370,859,171,2,1,1,0,4
7,8278,6990,10404,15272,7047,9987,57978,38,2,4,39,3,5,8,8386,8486,1975,5290,10082,2489,3383,2583,199,2107,1339,262,5,2,1,0,3
8,8445,7096,10713,15590,7042,10159,59045,46,2,4,46,3,5,10,11277,11437,2736,7122,11689,3373,4595,3465,275,2832,1851,338,6,2,1,0,5
9,8567,7155,10643,15523,7082,10245,59215,53,6,5,55,7,6,16,14293,14398,3417,8941,13230,4242,5814,4340,356,3585,2331,413,9,3,1,0,8
10,8690,7154,10669,15784,7227,10469,59993,75,9,7,83,10,8,37,17309,17382,4119,10728,14897,5182,6961,5205,434,4308,2849,489,19,8,1,0,9
1,7433,6298,9455,13979,6474,9145,52784,6,0,1,8,2,2,12,2558,2580,673,1657,1393,807,1049,777,69,668,409,69,2,0,0,0,5
2,7625,6346,9686,14233,6409,9374,53673,22,2,4,25,2,7,27,2609,2551,645,1641,2861,753,1009,799,70,646,467,84,10,5,1,0.002,8
3,7860,6541,9825,14341,6600,9362,54529,38,6,4,40,9,7,28,2773,2684,642,1639,4347,790,1143,821,75,675,457,93,6,2,1,0.001,14
4,7923,6724,9885,14595,6613,9795,55535,57,8,4,57,9,5,23,2750,2733,684,1717,5824,856,1058,817,69,679,436,66,8,2,1,0.001,11
5,8154,6615,10138,14765,6968,9797,56437,95,18,5,101,19,13,64,2717,2852,659,1702,7414,803,1136,918,62,663,455,92,15,7,1,0.002,22
6,8163,6889,10384,15288,7015,9984,57723,149,29,7,155,36,8,81,5539,5703,1292,3543,8933,1645,2284,1784,136,1419,950,182,44,16,1,0.002,25
7,8355,7055,10592,15584,7096,10195,58877,216,36,9,231,39,17,102,8421,8669,2017,5368,10459,2514,3403,2711,215,2165,1397,259,74,25,1,0.002,40
8,8459,7169,10799,15827,7247,10423,59924,309,47,15,326,52,31,148,11410,11706,2772,7238,12066,3428,4586,3607,295,2928,1870,325,124,42,1,0.003,52
9,8434,7301,10817,15938,7279,10577,60346,411,66,21,427,82,36,174,14311,14713,3495,9100,13622,4327,5753,4514,365,3681,2322,414,179,69,1,0.004,72
10,8690,7257,11013,16072,7481,10528,61041,559,111,35,594,131,59,286,17373,17785,4219,10988,15278,5273,7027,5484,438,4465,2849,529,262,103,1,0.005,99
1,7428,6390,9472,14043,6407,9285,53025,3,1,2,5,1,3,9,2616,2723,616,1603,1374,758,1022,825,63,658,431,74,1,0,0,0,5
2,7525,6401,9792,14309,6546,9491,54064,21,1,2,21,2,4,21,2553,2647,669,1659,2770,851,1024,800,56,644,424,80,6,4,1,0.001,10
3,7729,6539,9921,14678,6647,9521,55035,46,2,3,47,4,5,32,2716,2717,702,1718,4274,792,1105,844,65,709,457,67,7,0,1,0,15
4,7810,6650,9916,14813,6741,9723,55653,74,12,4,79,14,8,50,2695,2723,639,1688,5750,914,1050,804,70,717,459,92,18,5,1,0.002,19
5,7989,6691,10172,15080,6767,9893,56592,101,21,4,105,26,6,47,2762,2823,672,1744,7223,805,1098,819,59,682,431,93,21,1,1,0,17
6,8070,6802,10345,15097,6965,10018,57297,136,26,8,144,30,12,60,5560,5699,1410,3542,8790,1624,2209,1730,139,1395,876,172,37,5,1,0.001,25
7,8081,6991,10433,15386,7119,9818,57828,193,36,9,203,43,19,95,8356,8610,2071,5320,10343,2459,3308,2567,217,2078,1346,247,65,15,1,0.002,27
8,8329,7118,10572,15617,6953,10290,58879,282,53,16,299,64,26,151,11168,11640,2724,7113,11848,3331,4412,3481,281,2817,1776,340,103,27,1,0.002,52
9,8459,7179,10735,15581,7301,10262,59517,395,92,29,421,102,49,221,14095,14663,3460,8855,13447,4213,5584,4355,360,3525,2251,439,162,53,1,0.003,72
10,8501,7231,10891,16059,7281,10204,60167,539,159,43,570,182,61,297,17058,17685,4172,10768,15066,5109,6746,5244,424,4261,2720,539,251,92,1,0.005,114
1,7428,6393,9493,13969,6334,9113,52730,9,2,2,13,5,5,23,2496,2660,626,1569,1385,801,1010,818,70,632,399,80,4,3,1,0.001,6
2,7679,6354,9832,14247,6363,9148,53623,21,5,8,26,6,11,30,2602,2607,668,1632,2790,802,1023,785,61,676,453,61,4,1,1,0,11
3,7855,6631,9834,14422,6482,9277,54501,31,19,10,34,20,12,32,2720,2835,634,1634,4253,798,1129,840,60,635,414,88,13,3,1,0.001,12
4,7902,6619,9799,14549,6591,9459,54919,65,25,14,69,25,18,52,2806,2784,631,1686,5689,783,1172,821,66,666,437,61,14,10,1,0.003,21
5,7904,6630,9985,14549,6680,9454,55202,121,34,16,123,37,19,75,2721,2748,667,1758,7173,820,1077,819,60,736,458,79,27,9,1,0.003,31
6,8033,6740,10090,14709,6599,9601,55772,194,40,19,201,42,24,96,5559,5604,1338,3399,8602,1658,2180,1684,127,1389,881,170,63,28,1,0.004,41
7,8054,6825,10118,14815,6747,9647,56206,313,65,25,325,78,35,185,8339,8482,2045,5016,10092,2485,3301,2577,197,2039,1336,236,120,46,1,0.005,70
8,8116,6761,10165,15174,6794,9819,56829,480,98,29,508,115,43,263,11152,11253,2727,6794,11571,3346,4454,3378,254,2736,1812,306,196,75,1,0.006,79
9,8184,6905,10360,15097,6945,9962,57453,664,134,46,702,147,68,310,13959,14120,3459,8579,13031,4206,5558,4229,326,3491,2276,392,269,102,1,0.006,99
10,8257,6955,10310,15205,7111,10006,57844,878,185,58,912,211,81,360,16759,17045,4108,10312,14623,5104,6675,5136,391,4209,2745,474,367,141,1,0.007,122
1,7434,6339,9664,14011,6424,9229,53101,12,1,0,16,2,2,20,2495,2622,633,1637,1461,796,993,785,69,623,444,82,7,2,1,0.001,9
2,7638,6573,9641,14291,6533,9299,53975,31,2,1,35,3,5,30,2601,2744,650,1667,2836,785,1066,862,57,668,423,70,8,2,1,0.001,13
3,7805,6500,9741,14456,6627,9572,54701,65,5,5,73,6,12,57,2762,2719,641,1622,4302,811,1179,830,66,632,438,85,9,4,1,0.001,22
4,7798,6545,9999,14618,6784,9562,55306,99,14,7,105,20,11,61,2688,2734,678,1641,5812,856,1093,810,67,646,461,97,16,6,1,0.002,25
5,7878,6758,10251,14844,6743,9595,56069,132,18,12,140,19,15,54,2807,2811,699,1703,7306,803,1149,832,79,654,459,84,16,9,1,0.003,24
6,7992,6839,10153,14948,6755,9891,56578,171,23,14,178,27,22,65,5609,5630,1413,3402,8796,1664,2252,1672,142,1335,885,173,32,20,1,0.003,27
7,8195,6882,10399,15123,7000,9852,57451,225,44,19,236,52,23,103,8493,8462,2157,5171,10376,2457,3357,2546,227,2018,1359,258,59,31,1,0.003,47
8,8239,6988,10415,15333,7012,10123,58110,334,77,24,356,80,33,181,11318,11317,2830,6970,11859,3321,4427,3443,297,2743,1814,344,121,50,1,0.004,68
9,8423,7095,10525,15647,7171,10239,59100,446,101,34,467,110,50,192,14252,14325,3567,8880,13428,4174,5579,4307,378,3499,2297,436,173,65,1,0.004,71
10,8380,7028,10577,15684,7097,10349,59115,607,149,40,638,162,62,281,17139,17211,4292,10743,15034,5055,6711,5163,441,4239,2795,531,253,96,1,0.005,107
1,7472,6349,9486,13983,6374,9215,52879,1,1,4,4,1,7,12,2466,2643,696,1596,1420,835,1004,806,69,614,415,85,1,1,1,0,6
2,7689,6343,9603,14132,6413,9176,53356,7,2,4,8,4,4,10,2617,2600,644,1623,2831,780,1071,804,66,623,449,55,2,0,1,0,4
3,7827,6472,9934,14397,6508,9252,54390,20,3,6,22,3,6,18,2677,2746,611,1689,4296,826,1060,810,62,709,422,74,5,2,1,0.001,5
