Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea
10,8624,7079,10638,15650,7268,10203,59462,312,83,27,326,94,39,154,17505,17422,4172,10668,15011,5112,6965,5294,433,4323,2755,523,139,50,1,0.002,53
1,7435,6346,9592,14054,6468,9099,52994,0,1,0,1,2,1,4,2546,2638,646,1532,1400,727,1025,794,58,601,387,71,2,1,1,0,2
2,7660,6455,9873,14235,6435,9305,53963,0,1,0,0,1,0,0,2619,2657,660,1656,2801,783,1077,794,79,674,447,73,0,0,1,0,0
3,7826,6512,9831,14232,6611,9466,54478,0,1,0,0,1,0,0,2733,2698,635,1686,4249,820,1059,826,62,651,470,90,0,0,1,0,0
4,7891,6612,9918,14566,6718,9506,55211,0,1,0,0,1,0,0,2811,2697,670,1668,5697,853,1126,829,55,658,443,84,0,0,1,0,0
5,8000,6679,10141,14944,6693,9656,56113,0,1,0,0,1,0,0,2750,2694,659,1775,7205,857,1135,827,65,676,436,96,0,0,1,0,0
6,8097,6916,10244,14995,6814,9770,56836,0,1,0,0,1,0,0,5618,5639,1359,3558,8810,1658,2293,1695,124,1403,938,175,0,0,1,0,0
7,8215,6852,10338,14896,6918,9844,57063,0,1,0,0,1,0,0,8462,8462,2048,5361,10340,2523,3444,2541,194,2128,1385,261,0,0,1,0,0
8,8303,6896,10208,14978,6958,9921,57264,0,1,0,0,1,0,0,11391,11361,2736,7097,11943,3385,4651,3416,275,2825,1880,345,0,0,1,0,0
9,8346,6899,10380,15132,7010,9921,57688,0,1,0,0,1,0,0,14310,14174,3431,8814,13437,4251,5836,4287,348,3492,2305,448,0,0,1,0,0
10,8389,7046,10349,15485,6967,10202,58438,0,1,0,0,1,0,0,17222,17098,4108,10573,14966,5057,7009,5115,411,4184,2744,527,0,0,1,0,0
1,7415,6317,9712,14016,6395,9120,52975,3,0,0,3,2,1,6,2545,2609,657,1649,1407,781,1002,797,66,644,455,80,1,1,1,0,4
2,7587,6679,9617,14164,6475,9366,53888,17,1,1,20,3,3,23,2584,2850,646,1580,2792,824,1022,800,77,665,427,73,3,1,1,0,12
3,7871,6509,9864,14575,6576,9513,54908,33,4,6,36,6,9,32,2692,2706,627,1707,4271,797,1100,773,57,685,448,79,8,2,1,0.001,11
4,7955,6664,9983,14643,6675,9664,55584,44,6,7,45,9,11,22,2844,2777,672,1666,5743,782,1128,807,87,679,448,64,7,2,1,0.001,9
5,7925,6702,10033,14901,6895,9755,56211,63,16,9,67,19,9,38,2746,2800,640,1798,7295,856,1083,883,63,715,486,81,12,4,1,0.001,21
6,8015,6811,10150,14951,6870,9886,56683,104,24,13,110,26,17,65,5542,5614,1355,3548,8803,1697,2236,1735,132,1434,919,166,29,16,1,0.002,24
7,8110,6817,10277,15151,7015,10018,57388,167,27,15,177,32,21,89,8377,8476,2014,5300,10359,2590,3321,2619,199,2138,1404,237,54,28,1,0.003,30
8,8166,6996,10404,15265,7120,10153,58104,244,41,20,259,49,31,130,11191,11376,2734,7015,11929,3481,4403,3495,274,2785,1879,323,94,40,1,0.003,56
9,8321,7021,10641,15647,7191,10294,59115,347,64,29,368,80,36,179,14129,14254,3440,8764,13493,4348,5584,4302,349,3499,2327,408,144,62,1,0.004,71
10,8409,7148,10945,16080,7194,10461,60237,493,91,38,519,98,60,237,17022,17215,4151,10589,15104,5226,6701,5179,430,4209,2803,515,220,95,1,0.005,91
1,7471,6371,9408,13957,6464,9262,52933,10,0,0,11,1,0,12,2511,2610,629,1575,1423,816,994,769,60,613,440,77,6,1,1,0,5
2,7778,6331,9791,14305,6576,9374,54155,25,1,1,28,1,3,22,2708,2608,664,1702,2873,812,1110,790,79,641,411,79,5,1,1,0,12
3,7798,6571,9793,14409,6688,9436,54695,62,5,4,68,6,5,52,2701,2783,683,1640,4357,849,1139,811,66,639,419,89,17,8,1,0.003,15
4,7840,6667,9816,14669,6661,9672,55325,98,10,5,103,11,7,50,2719,2791,642,1725,5824,833,1099,841,60,710,430,78,7,3,1,0.001,22
5,7949,6676,10103,14799,6847,9659,56033,145,19,11,154,24,15,80,2698,2691,690,1654,7299,830,1072,769,72,650,438,86,25,9,1,0.003,26
6,8138,6765,10329,15072,6816,9780,56900,209,37,17,223,45,24,117,5477,5502,1371,3325,8828,1634,2209,1607,156,1315,908,164,65,22,1,0.003,39
7,8229,7038,10536,15370,6952,9841,57966,277,61,29,300,67,40,144,8352,8484,2108,5052,10344,2508,3325,2533,236,2026,1359,251,101,36,1,0.004,51
8,8267,7113,10479,15447,6964,10131,58401,375,95,40,400,109,58,200,11199,11413,2781,6795,11857,3349,4460,3419,308,2731,1805,333,153,53,1,0.004,70
9,8436,7120,10625,15539,7169,10143,59032,500,126,48,521,141,64,216,14067,14419,3486,8640,13421,4212,5618,4322,372,3445,2257,428,221,82,1,0.005,77
10,8537,7134,10732,15773,7109,10256,59541,632,157,56,661,168,69,224,17011,17458,4277,10468,14982,5056,6813,5200,434,4173,2704,518,286,110,1,0.006,86
1,7454,6376,9548,14001,6499,9149,53027,0,0,1,0,0,1,1,2642,2671,657,1674,1441,840,1039,756,62,657,453,88,0,0,0,0,0
2,7536,6384,9828,14296,6397,9246,53687,0,0,1,0,0,1,0,2587,2628,660,1697,2846,750,1061,796,61,645,421,91,0,0,0,0,0
3,7721,6614,9702,14491,6557,9544,54629,0,0,1,0,0,1,0,2615,2783,671,1631,4275,779,1043,875,69,625,435,83,0,0,0,0,0
4,7946,6528,9991,14745,6722,9486,55418,0,0,1,0,0,1,0,2829,2691,628,1698,5751,854,1149,797,53,645,433,81,0,0,0,0,0
5,7931,6839,10046,14906,6697,9889,56308,0,0,1,0,0,1,0,2695,2911,666,1763,7170,903,1098,857,69,725,429,100,0,0,0,0,0
6,8114,6804,10233,14910,6947,9903,56911,0,0,1,0,0,1,0,5485,5745,1356,3525,8659,1750,2174,1666,146,1442,853,191,0,0,0,0,0
7,8259,6824,10239,15135,7024,9994,57475,0,0,1,0,0,1,0,8310,8604,2000,5342,10239,2663,3299,2524,212,2178,1288,287,0,0,0,0,0
8,8355,6920,10540,15239,7026,9845,57925,0,0,1,0,0,1,0,11118,11455,2714,7027,11792,3492,4440,3442,278,2819,1771,385,0,0,0,0,0
9,8473,7113,10703,15476,7003,10065,58833,0,0,1,0,0,1,0,13984,14314,3440,8818,13360,4362,5560,4291,350,3549,2260,465,0,0,0,0,0
10,8743,7270,10627,15670,7095,10301,59706,0,0,1,0,0,1,0,16971,17357,4146,10632,14861,5267,6746,5184,418,4290,2702,562,0,0,0,0,0
1,7431,6301,9538,13992,6460,9140,52862,0,0,3,1,0,3,4,2567,2590,654,1663,1410,815,1040,771,59,646,464,80,0,0,0,0,1
2,7639,6402,9788,14291,6407,9401,53928,3,4,3,3,4,3,7,2643,2716,585,1676,2865,801,992,845,54,664,411,71,2,1,1,0,4
3,7672,6700,9996,14364,6647,9344,54723,28,4,3,29,6,5,30,2699,2771,640,1697,4348,824,1078,847,70,725,421,75,9,4,1,0.001,15
4,7921,6669,9912,14621,6666,9617,55406,58,7,5,64,11,9,49,2801,2777,647,1741,5841,851,1118,806,68,693,464,90,13,5,1,0.002,22
5,8043,6649,9921,14801,6743,9824,55981,87,14,12,96,19,17,62,2803,2803,645,1724,7369,874,1128,840,63,690,434,99,16,5,1,0.002,26
6,8057,6713,10178,14920,6916,9696,56480,130,28,14,143,32,22,84,5507,5636,1297,3414,8939,1687,2196,1674,130,1361,917,191,34,11,1,0.002,41
7,8172,6841,10277,15174,6811,9897,57172,197,43,17,209,50,26,113,8370,8496,1996,5206,10394,2533,3276,2545,201,2087,1344,281,59,19,1,0.002,50
8,8252,6935,10366,15210,6944,9956,57663,290,59,20,301,67,34,145,11157,11409,2664,6921,11885,3464,4378,3400,266,2774,1756,376,98,34,1,0.003,60
9,8410,7092,10333,15306,6965,10160,58266,405,82,28,424,95,41,191,14079,14320,3387,8707,13416,4370,5508,4266,345,3510,2218,455,149,55,1,0.003,64
10,8555,7023,10517,15484,7175,10273,59027,524,112,43,551,125,64,225,17027,17299,4023,10480,14999,5243,6742,5130,407,4215,2712,540,220,75,1,0.004,73
1,7440,6414,9433,14066,6442,9255,53050,5,0,0,5,0,0,5,2511,2669,649,1607,1393,762,1003,795,68,599,413,73,2,0,0,0,3
2,7677,6363,9660,14202,6634,9218,53754,8,0,0,8,0,0,3,2596,2644,628,1606,2887,792,1060,788,57,646,428,70,1,0,0,0,2
3,7785,6550,9975,14408,6505,9381,54604,9,0,0,9,0,0,1,2718,2696,676,1590,4311,806,1094,778,83,643,405,74,0,0,0,0,1
4,7932,6678,9845,14458,6631,9462,55006,9,0,0,9,0,0,0,2775,2813,644,1703,5764,818,1092,848,69,659,465,73,0,0,0,0,0
5,8079,6633,10071,14656,6632,9649,55720,9,0,0,9,0,0,0,2744,2736,686,1747,7157,852,1071,846,64,664,411,91,0,0,0,0,0
6,8183,6741,10168,14918,6712,9884,56606,9,0,0,9,0,0,0,5546,5538,1348,3477,8678,1712,2196,1718,121,1320,870,173,0,0,0,0,0
7,8250,6866,10241,15129,6936,9998,57420,9,0,0,9,0,0,0,8439,8417,2061,5213,10149,2554,3360,2580,183,2006,1296,258,0,0,0,0,0
8,8275,6856,10736,15551,7059,10127,58604,9,0,0,9,0,0,0,11385,11236,2774,7035,11673,3439,4541,3418,262,2757,1753,348,0,0,0,0,0
9,8293,7205,10674,15634,7180,10086,59072,9,0,0,9,0,0,0,14255,14189,3462,8917,13222,4313,5668,4344,332,3507,2250,444,0,0,0,0,0
10,8561,7263,10699,15781,7147,10311,59762,9,0,0,9,0,0,0,17255,17228,4204,10731,14809,5208,6860,5295,403,4232,2743,517,0,0,0,0,0
1,7471,6342,9620,14021,6427,9101,52982,0,1,0,1,1,1,3,2551,2602,658,1677,1380,750,1000,790,65,660,397,73,1,0,0,0,1
2,7646,6381,9725,14257,6452,9306,53767,0,1,0,0,1,0,0,2680,2704,659,1611,2764,774,1053,797,65,671,381,79,0,0,0,0,0
3,7688,6546,10078,14510,6546,9403,54771,0,1,0,0,1,0,0,2657,2715,690,1631,4180,804,1034,832,66,636,402,64,0,0,0,0,0
4,7898,6859,9941,14813,6613,9785,55909,0,1,0,0,1,0,0,2745,2856,648,1704,5551,862,1124,874,51,661,410,90,0,0,0,0,0
5,8106,6740,10274,14990,6944,9590,56644,0,1,0,0,1,0,0,2828,2761,722,1767,7059,791,1139,823,76,686,431,99,0,0,0,0,0
6,8171,6873,10415,15289,6809,10110,57667,0,1,0,0,1,0,0,5699,5593,1376,3574,8567,1657,2279,1699,130,1414,862,178,0,0,0,0,0
7,8258,7072,10411,15383,7156,9964,58244,0,1,0,0,1,0,0,8587,8496,2087,5349,10181,2497,3421,2591,205,2134,1363,258,0,0,0,0,0
8,8493,7032,10606,15535,7042,10312,59020,0,1,0,0,1,0,0,11530,11457,2797,7140,11759,3430,4583,3501,275,2849,1804,361,0,0,0,0,0
9,8491,7137,10629,15614,7175,10360,59406,0,1,0,0,1,0,0,14512,14418,3528,8923,13311,4347,5784,4405,341,3586,2267,465,0,0,0,0,0
10,8530,7217,10935,15789,7272,10362,60105,0,1,0,0,1,0,0,17570,17344,4291,10677,14936,5200,7041,5257,411,4300,2755,544,0,0,0,0,0
1,7484,6366,9664,14028,6462,9181,53185,3,0,0,3,0,0,3,2616,2681,664,1609,1439,769,1034,816,58,663,429,73,1,0,0,0,2
2,7582,6555,9765,14240,6513,9327,53982,3,0,0,3,0,0,0,2654,2708,661,1613,2863,790,1098,789,50,631,434,86,0,0,0,0,0
3,7811,6669,10027,14554,6600,9398,55059,3,0,0,3,0,0,0,2713,2785,700,1691,4267,817,1050,805,74,701,414,84,0,0,0,0,0
4,7970,6746,9860,14608,6577,9576,55337,3,0,0,3,0,0,0,2785,2795,695,1676,5646,806,1111,777,61,659,391,87,0,0,0,0,0
5,8087,6647,10058,14872,6755,9607,56026,3,0,0,3,0,0,0,2781,2776,651,1785,7128,808,1092,844,53,757,432,68,0,0,0,0,0
6,8124,6830,10188,14883,6708,9671,56404,3,0,0,3,0,0,0,5653,5556,1338,3500,8626,1661,2240,1674,109,1470,897,141,0,0,0,0,0
7,8268,6913,10265,14871,6849,9828,56994,3,0,0,3,0,0,0,8501,8411,2049,5150,10131,2517,3383,2531,190,2127,1329,240,0,0,0,0,0
8,8408,6898,10342,15213,6910,9903,57674,3,0,0,3,0,0,0,11459,11265,2746,6836,11637,3392,4527,3348,271,2821,1796,339,0,0,0,0,0
9,8391,7042,10470,15481,6899,10197,58480,3,0,0,3,0,0,0,14248,14196,3476,8642,13162,4253,5669,4206,346,3501,2264,425,0,0,0,0,0
10,8647,7051,10560,15503,7246,10122,59129,3,0,0,3,0,0,0,17250,17113,4202,10376,14740,5139,6881,5065,413,4170,2733,505,0,0,0,0,0
1,7412,6328,9647,14082,6413,9088,52970,0,0,0,1,0,0,1,2508,2646,634,1588,1411,785,990,789,65,637,408,77,0,0,0,0,1
2,7645,6471,9788,14405,6502,9493,54304,0,0,0,0,0,0,0,2700,2708,611,1662,2871,819,1077,856,68,652,440,70,0,0,0,0,0
3,7734,6631,10045,14420,6667,9392,54889,0,0,0,0,0,0,0,2753,2760,695,1624,4312,801,1089,848,76,640,453,82,0,0,0,0,0
4,7812,6734,9986,14556,6596,9543,55227,0,0,0,0,0,0,0,2715,2791,650,1709,5776,788,1095,851,82,689,458,77,0,0,0,0,0
5,8016,6769,9922,14779,6865,9922,56273,0,0,0,0,0,0,0,2744,2787,649,1676,7315,837,1114,891,66,677,451,64,0,0,0,0,0
6,8172,6695,10112,15107,6986,9802,56874,0,0,0,0,0,0,0,5567,5603,1294,3504,8830,1658,2256,1738,132,1422,903,144,0,0,0,0,0
7,8189,6873,10500,15438,6910,10044,57954,0,0,0,0,0,0,0,8411,8439,1995,5287,10395,2524,3372,2578,214,2107,1378,236,0,0,0,0,0
8,8325,7133,10640,15500,7096,10024,58718,0,0,0,0,0,0,0,11331,11378,2691,7066,12000,3361,4557,3445,277,2808,1860,319,0,0,0,0,0
9,8514,7151,10713,15777,7087,10277,59519,0,0,0,0,0,0,0,14266,14347,3411,8869,13587,4235,5759,4310,345,3508,2344,409,0,0,0,0,0
10,8638,7245,11064,15882,7244,10437,60510,0,0,0,0,0,0,0,17252,17368,4172,10700,15198,5181,6953,5197,432,4241,2822,501,0,0,0,0,0
1,7456,6389,9586,14082,6433,9199,53145,0,1,0,2,1,2,5,2584,2629,594,1631,1396,797,1032,709,63,664,429,72,0,0,0,0,2
2,7675,6501,9738,14447,6426,9393,54180,7,2,0,8,3,0,10,2666,2728,664,1662,2798,769,1055,818,59,681,433,75,1,1,1,0,5
3,7810,6614,9851,14537,6641,9426,54879,22,2,3,25,3,3,22,2741,2738,642,1686,4210,771,1097,814,67,696,426,93,7,4,1,0.001,6
4,7850,6637,10069,14845,6710,9677,55788,36,5,5,41,6,8,28,2677,2761,656,1703,5664,862,1116,812,75,704,470,77,3,1,1,0,11
5,8023,6841,10189,14947,6843,9849,56692,57,11,5,62,13,8,37,2776,2792,684,1714,7164,849,1083,826,83,715,477,99,8,1,1,0,18
6,8256,6930,10192,15003,6946,9988,57315,97,14,6,101,18,7,53,5606,5663,1307,3449,8648,1683,2240,1705,160,1393,911,177,22,8,1,0.001,24
7,8420,6886,10481,15276,7045,9802,57910,142,27,9,148,29,15,75,8543,8523,2007,5218,10227,2517,3379,2588,234,2146,1388,272,47,15,1,0.001,23
8,8398,7050,10327,15546,6935,10200,58456,200,32,11,204,42,19,87,11529,11408,2638,7071,11691,3349,4591,3428,300,2898,1817,349,72,28,1,0.002,33
9,8490,7022,10578,15544,7292,10357,59283,254,39,15,263,52,24,96,14509,14262,3343,8872,13325,4229,5740,4297,387,3634,2290,449,94,36,1,0.002,38
10,8509,7163,10699,15914,7365,10424,60074,316,60,19,335,70,24,121,17382,17268,4047,10689,14946,5097,6912,5210,460,4343,2751,529,124,49,1,0.002,48
1,7463,6395,9638,14078,6461,9284,53319,4,0,0,4,0,1,5,2575,2674,619,1648,1382,799,992,835,84,673,411,70,2,1,1,0,3
2,7627,6505,9849,14332,6538,9399,54250,8,0,0,10,1,1,8,2588,2748,637,1681,2806,786,1036,753,71,662,449,73,1,1,1,0,3
3,7812,6717,9864,14617,6702,9560,55272,19,0,0,23,1,1,17,2752,2823,642,1756,4335,850,1104,870,66,737,468,72,9,1,1,0,3
4,7905,6686,9921,14578,6723,9726,55539,31,0,0,32,0,0,13,2737,2787,656,1728,5850,771,1061,817,58,699,430,63,4,2,1,0.001,6
5,7997,6607,10007,14642,6882,9483,55618,51,0,2,52,2,3,26,2768,2684,649,1634,7328,813,1149,796,62,644,448,65,8,3,1,0.001,8
6,8118,6762,10154,14847,6651,9819,56351,60,5,4,62,5,7,21,5583,5516,1309,3297,8752,1699,2288,1650,118,1314,825,142,15,6,1,0.001,8
7,8218,6918,10217,15101,6870,9788,57112,80,6,4,83,7,5,26,8417,8433,1958,5041,10293,2524,3397,2520,187,2046,1291,229,19,8,1,0.001,13
8,8344,6845,10524,15177,6976,10026,57892,117,9,9,123,11,11,55,11311,11298,2629,6888,11841,3401,4615,3369,263,2790,1731,323,32,17,1,0.001,20
9,8344,7039,10549,15329,7061,10138,58460,156,16,11,163,19,16,63,14215,14151,3340,8701,13382,4281,5820,4257,348,3507,2201,407,50,22,1,0.001,22
10,8462,7058,10513,15582,7114,10177,58906,218,32,18,236,38,27,118,17221,17096,4050,10512,14909,5125,7052,5173,420,4272,2661,497,81,33,1,0.002,38
1,7447,6340,9478,14048,6409,9253,52975,0,0,0,1,0,0,1,2628,2634,653,1619,1441,754,1047,843,60,630,418,76,0,0,0,0,1
2,7586,6383,9646,14243,6564,9341,53763,0,0,0,0,0,0,0,2594,2649,571,1687,2852,842,1063,774,45,670,417,95,0,0,0,0,0
3,7761,6545,9827,14643,6498,9364,54638,0,0,0,0,0,0,0,2744,2682,670,1686,4321,808,1091,821,72,620,444,77,0,0,0,0,0
4,7912,6629,10045,14650,6548,9446,55230,0,0,0,0,0,0,0,2741,2817,661,1726,5762,801,1142,799,67,718,437,76,0,0,0,0,0
5,7926,6810,9911,14707,6599,9703,55656,0,0,0,0,0,0,0,2768,2777,610,1670,7209,819,1111,808,57,698,433,71,0,0,0,0,0
6,8162,6713,10107,14864,6813,10016,56675,0,0,0,0,0,0,0,5543,5573,1298,3421,8735,1625,2192,1645,118,1377,909,145,0,0,0,0,0
7,8278,6767,10208,15070,7147,9899,57369,0,0,0,0,0,0,0,8326,8379,1975,5227,10326,2474,3267,2491,204,2103,1380,227,0,0,0,0,0
8,8377,6959,10648,15369,6970,9840,58163,0,0,0,0,0,0,0,11218,11284,2656,6912,11938,3303,4459,3348,273,2781,1844,319,0,0,0,0,0
9,8428,7197,10486,15612,7003,10143,58869,0,0,0,0,0,0,0,14135,14221,3337,8694,13492,4199,5656,4183,333,3494,2333,399,0,0,0,0,0
10,8712,7091,10780,15809,7149,10274,59815,0,0,0,0,0,0,0,17095,17254,4062,10484,15057,5105,6860,5080,402,4193,2813,487,0,0,0,0,0
1,7409,6333,9429,14012,6430,9183,52796,1,2,1,3,3,3,9,2551,2550,628,1607,1442,769,978,761,58,650,453,73,3,1,1,0,1
2,7641,6392,9491,14167,6482,9249,53422,6,6,2,7,8,6,17,2669,2671,627,1723,2936,797,1065,810,64,694,459,69,2,0,1,0,7
3,7732,6298,9768,14358,6498,9240,53894,22,7,2,23,7,3,19,2719,2619,635,1597,4420,809,1096,765,61,626,411,70,4,3,1,0.001,12
4,7719,6675,9671,14433,6514,9457,54469,41,8,3,42,10,4,25,2686,2752,625,1686,5840,818,1105,796,75,676,419,82,6,3,1,0.001,12
5,7907,6560,10050,14470,6605,9425,55017,69,9,5,75,11,6,40,2736,2738,658,1699,7300,821,1112,831,62,681,432,82,13,8,1,0.003,16
6,7967,6827,9916,14432,6656,9623,55421,109,15,7,120,18,14,69,5566,5571,1384,3317,8814,1624,2286,1674,132,1347,892,155,35,18,1,0.003,27
7,8069,6713,9954,14667,6787,9576,55766,158,22,15,170,29,27,95,8342,8469,2026,5025,10306,2435,3383,2544,198,1995,1352,239,58,26,1,0.003,41
8,8005,6710,10260,15059,6724,9818,56576,210,46,26,225,52,36,118,11086,11265,2739,6712,11763,3255,4457,3394,283,2657,1810,321,87,36,1,0.003,42
9,8123,6968,10404,15186,6979,10011,57671,322,64,32,340,74,44,176,13884,14121,3433,8512,13266,4060,5546,4274,341,3389,2261,395,149,60,1,0.004,65
10,8313,6933,10607,15502,7175,10054,58584,431,90,40,455,105,57,199,16758,17053,4147,10328,14840,4931,6654,5123,411,4085,2735,493,208,75,1,0.004,82
1,7447,6378,9619,14036,6437,9106,53023,0,0,0,0,1,1,2,2529,2657,653,1663,1430,773,986,765,66,695,402,75,0,0,0,0,1
2,7718,6474,9639,14242,6505,9274,53852,2,2,1,3,2,1,6,2674,2641,648,1656,2851,778,1068,801,64,638,431,86,0,0,0,0,5
3,7921,6511,9763,14448,6523,9395,54561,15,2,1,16,4,2,17,2767,2696,680,1660,4347,811,1120,788,65,634,427,87,3,1,1,0,9
4,7957,6565,9797,14558,6615,9600,55092,32,3,1,33,8,3,26,2777,2734,663,1659,5782,837,1162,820,66,697,418,73,7,0,1,0,11
5,8020,6598,10011,14835,6792,9678,55934,46,5,5,49,6,8,27,2740,2805,716,1710,7257,854,1077,891,75,664,437,104,7,2,1,0.001,8
6,8024,6667,10206,14885,6699,9849,56330,51,6,5,53,7,7,11,5490,5545,1350,3434,8711,1708,2151,1666,144,1331,829,173,9,4,1,0.001,6
7,8110,6874,10305,15097,6903,9843,57132,70,10,5,73,10,7,28,8242,8439,1997,5194,10286,2534,3270,2502,210,1996,1311,256,17,6,1,0.001,13
8,8275,6955,10393,15422,6993,9998,58036,89,10,9,95,12,10,32,11136,11338,2698,6989,11811,3355,4471,3379,280,2715,1773,329,24,9,1,0.001,12
9,8393,7009,10616,15506,7073,10216,58813,115,18,11,122,20,20,54,14051,14233,3384,8808,13350,4195,5616,4259,352,3416,2224,413,37,13,1,0.001,23
10,8460,7201,10757,15733,7256,10333,59740,137,25,15,143,31,19,49,17044,17125,4120,10645,14941,5082,6792,5104,428,4132,2711,503,46,15,1,0.001,22
1,7453,6407,9549,13977,6427,9069,52882,0,0,0,2,0,0,2,2585,2625,612,1600,1426,723,1013,811,73,604,443,62,0,0,0,0,1
2,7650,6530,9652,14314,6432,9407,53985,0,0,2,2,0,4,6,2603,2726,634,1738,2918,829,1039,841,67,687,449,83,0,0,0,0,2
3,7855,6441,9733,14272,6671,9450,54422,3,7,4,4,9,10,21,2826,2696,669,1656,4357,819,1081,791,68,688,433,71,3,0,0,0,7
4,7787,6606,9885,14440,6669,9396,54783,38,10,5,41,13,10,50,2606,2769,664,1678,5803,833,1055,868,79,685,438,94,20,10,1,0.003,11
5,8035,6720,9926,14749,6579,9660,55669,84,18,9,91,21,10,69,2825,2924,662,1677,7284,839,1173,861,62,673,418,105,23,11,1,0.003,18
6,7946,6692,10125,14824,6908,9774,56269,152,26,9,161,28,16,94,5556,5668,1323,3353,8817,1685,2261,1680,127,1319,872,183,46,20,1,0.003,20
7,8069,6838,10240,15121,6927,9953,57148,255,40,14,275,48,25,161,8330,8499,1989,5120,10363,2550,3361,2550,194,2023,1331,285,89,34,1,0.003,27
8,8235,6987,10248,15181,6993,10108,57752,384,77,23,420,92,40,243,11165,11427,2639,6872,11870,3474,4478,3457,249,2734,1747,400,155,61,1,0.005,37
9,8370,6968,10474,15331,7153,10072,58368,519,92,44,552,113,65,246,14031,14332,3310,8740,13461,4320,5627,4291,312,3471,2214,477,214,78,1,0.005,41
10,8463,7053,10571,15412,7110,10184,58793,704,157,61,740,174,85,344,16975,17249,4024,10501,14985,5249,6792,5149,388,4146,2647,571,322,108,1,0.005,52
1,7438,6407,9387,13948,6380,9140,52700,3,0,0,3,0,0,3,2585,2687,636,1652,1422,815,1052,834,72,656,425,91,1,0,0,0,2
2,7563,6380,9561,14185,6436,9337,53462,4,0,0,4,0,0,1,2592,2569,643,1655,2834,820,1038,780,65,650,442,92,0,0,0,0,1
3,7826,6425,9883,14418,6632,9326,54510,4,0,0,4,0,0,0,2666,2694,670,1600,4242,766,1069,810,54,650,425,70,0,0,0,0,0
4,7861,6688,10064,14614,6599,9365,55191,4,0,0,4,0,0,0,2757,2779,696,1644,5703,840,1074,837,58,642,442,66,0,0,0,0,0
5,7986,6834,10109,14865,6659,9811,56264,4,0,0,4,0,0,0,2800,2848,670,1692,7169,902,1164,880,65,667,457,94,0,0,0,0,0
6,8151,6838,10300,15076,6835,9895,57095,4,0,0,4,0,0,0,5672,5698,1344,3416,8608,1743,2317,1709,126,1314,873,173,0,0,0,0,0
7,8230,6990,10341,15209,6988,9984,57742,4,0,0,4,0,0,0,8563,8653,2050,5210,10104,2607,3533,2602,187,2029,1321,254,0,0,0,0,0
8,8311,7002,10414,15548,6925,10216,58416,4,0,0,4,0,0,0,11486,11633,2761,6998,11597,3498,4745,3469,266,2732,1799,338,0,0,0,0,0
9,8270,7008,10521,15743,7153,10272,58967,4,0,0,4,0,0,0,14365,14574,3499,8816,13158,4354,5882,4326,339,3453,2259,415,0,0,0,0,0
10,8442,6933,10636,15970,7284,10328,59593,4,0,0,4,0,0,0,17255,17416,4210,10672,14761,5227,7001,5177,409,4216,2728,492,0,0,0,0,0
1,7514,6317,9558,13952,6442,9119,52902,0,0,0,1,0,1,2,2540,2622,671,1625,1394,759,1007,790,62,636,401,90,0,0,0,0,0
2,7716,6492,9580,14319,6469,9388,53964,0,0,0,0,0,0,0,2706,2672,653,1574,2795,793,1051,785,63,638,395,77,0,0,0,0,0
3,7849,6477,9909,14506,6613,9559,54913,0,0,0,0,0,0,0,2737,2617,678,1651,4177,767,1072,796,67,690,405,63,0,0,0,0,0
4,7937,6679,10069,14654,6751,9616,55706,0,0,0,0,0,0,0,2749,2770,690,1670,5715,827,1075,808,65,626,433,85,0,0,0,0,0
5,8049,6864,10088,14938,6777,9885,56601,0,0,0,0,0,0,0,2836,2835,651,1735,7171,792,1163,816,66,672,432,95,0,0,0,0,0
6,8187,6844,10322,15062,7042,9795,57252,0,0,0,0,0,0,0,5638,5739,1356,3553,8726,1606,2287,1672,142,1394,876,156,0,0,0,0,0
7,8308,6913,10570,15364,6886,10112,58153,0,0,0,0,0,0,0,8567,8583,2093,5332,10264,2493,3482,2503,216,2095,1328,249,0,0,0,0,0
8,8353,7123,10511,15540,7162,10228,58917,0,0,0,0,0,0,0,11448,11569,2748,7096,11868,3351,4653,3389,274,2809,1805,333,0,0,0,0,0
9,8490,7183,10649,15660,7220,10253,59455,0,0,0,0,0,0,0,14405,14517,3435,8870,13461,4260,5797,4249,333,3542,2302,432,0,0,0,0,0
10,8653,7134,11073,16103,7190,10486,60639,0,0,0,0,0,0,0,17369,17542,4166,10720,15087,5124,7013,5173,403,4323,2791,515,0,0,0,0,0
1,7457,6369,9491,14033,6389,9284,53023,0,0,0,0,0,0,0,2595,2681,630,1624,1467,813,1063,788,78,672,425,75,0,0,0,0,0
2,7575,6355,9756,14304,6538,9124,53652,0,0,0,0,0,0,0,2661,2636,586,1598,2927,780,1085,800,58,640,432,56,0,0,0,0,0
